24229KPDX PDX20121201000011612/01/12 00:00:31  5-MIN KPDX 010800Z 10008KT 7SM -RA FEW019 SCT037 OVC049 10/09 A2948 440 93 0 090/08 RMK AO2 P0001
24229KPDX PDX20121201000511712/01/12 00:05:31  5-MIN KPDX 010805Z 11010KT 10SM -RA FEW019 BKN039 OVC047 10/09 A2948 440 93 0 090/10 RMK AO2 P0001
24229KPDX PDX20121201001011012/01/12 00:10:31  5-MIN KPDX 010810Z 11009KT 10SM -RA BKN037 OVC047 10/09 A2947 440 93 0 100/09 RMK AO2 P0002
24229KPDX PDX20121201001511012/01/12 00:15:31  5-MIN KPDX 010815Z 11010KT 10SM -RA BKN036 OVC045 10/09 A2947 450 93 0 100/10 RMK AO2 P0002
24229KPDX PDX20121201002011012/01/12 00:20:31  5-MIN KPDX 010820Z 12010KT 10SM -RA BKN038 OVC045 10/09 A2947 450 93 0 100/10 RMK AO2 P0002
24229KPDX PDX20121201002510212/01/12 00:25:31  5-MIN KPDX 010825Z 12012KT 10SM RA OVC037 10/09 A2947 440 93 0 100/12 RMK AO2 P0003
24229KPDX PDX20121201003010112/01/12 00:30:31  5-MIN KPDX 010830Z 13013KT 9SM RA OVC035 10/09 A2948 440 93 0 110/13 RMK AO2 P0003
24229KPDX PDX20121201003510812/01/12 00:35:31  5-MIN KPDX 010835Z 17015G20KT 9SM -RA OVC035 11/09 A2948 430 89 0 150/15G20 RMK AO2 P0004
24229KPDX PDX20121201004013412/01/12 00:40:31  5-MIN KPDX 010840Z 18017G24KT 9SM RA FEW029 BKN035 OVC042 11/08 A2949 430 83 100 160/17G24 RMK AO2 WSHFT 0826 P0004
24229KPDX PDX20121201004514612/01/12 00:45:31  5-MIN KPDX 010845Z 19016G27KT 7SM +RA FEW029 OVC038 11/09 A2950 420 86 100 170/16G27 RMK AO2 PK WND 20027/0842 WSHFT 0826 P0004
24229KPDX PDX20121201005017512/01/12 00:50:31  5-MIN KPDX 010850Z 18021G30KT 5SM +RA FEW030 OVC040 11/08 A2950 420 83 100 170/21G30 RMK AO2 PK WND 17030/0849 WSHFT 0826 SLP986 P0007 60036 T01110083 55002
24229KPDX PDX20121201005511812/01/12 00:55:31  5-MIN KPDX 010855Z 19017G30KT 4SM +RA BR SCT034 OVC043 11/09 A2949 430 89 0 170/17G30 RMK AO2 P0002
24229KPDX PDX20121201010013512/01/12 01:00:31  5-MIN KPDX 010900Z 18014G28KT 5SM RA BR FEW032 OVC043 11/09 A2949 430 89 0 170/14G28 RMK AO2 PK WND 19027/0856 P0004
24229KPDX PDX20121201010512912/01/12 01:05:31  5-MIN KPDX 010905Z 18017G27KT 8SM -RA BR OVC049 11/09 A2949 430 89 0 170/17G27 RMK AO2 PK WND 19027/0856 P0004
24229KPDX PDX20121201011013012/01/12 01:10:31  5-MIN KPDX 010910Z 18018G23KT 10SM -RA BR OVC049 11/09 A2950 420 89 0 160/18G23 RMK AO2 PK WND 19027/0856 P0004
24229KPDX PDX20121201011513012/01/12 01:15:31  5-MIN KPDX 010915Z 17013G24KT 10SM -RA BR OVC049 11/09 A2949 430 89 0 160/13G24 RMK AO2 PK WND 19027/0856 P0004
