13962KABI ABI20211201000010412/01/21 00:00:31  5-MIN KABI 010600Z 21015KT 10SM CLR 16/08 A3006 1670 59 2200 200/15 RMK AO2 T01610083
13962KABI ABI20211201000510412/01/21 00:05:31  5-MIN KABI 010605Z 21014KT 10SM CLR 16/08 A3006 1670 59 2200 210/14 RMK AO2 T01610083
13962KABI ABI20211201001010412/01/21 00:10:31  5-MIN KABI 010610Z 21015KT 10SM CLR 16/08 A3005 1670 59 2200 210/15 RMK AO2 T01610083
13962KABI ABI20211201001509412/01/21 00:15:31  5-MIN KABI 010615Z 10SM CLR 16/08 A3005 1670 59 2200 M /M RMK AO2 T01610083
13962KABI ABI20211201002009412/01/21 00:20:31  5-MIN KABI 010620Z 10SM CLR 16/08 A3005 1670 59 2200 M /M RMK AO2 T01610083
13962KABI ABI20211201002509412/01/21 00:25:31  5-MIN KABI 010625Z 10SM CLR 16/08 A3005 1670 59 2200 M /M RMK AO2 T01610083
13962KABI ABI20211201003009412/01/21 00:30:31  5-MIN KABI 010630Z 10SM CLR 16/08 A3005 1670 59 2200 M /M RMK AO2 T01610083
13962KABI ABI20211201003509412/01/21 00:35:31  5-MIN KABI 010635Z 10SM CLR 16/08 A3005 1670 59 2200 M /M RMK AO2 T01610083
13962KABI ABI20211201004009412/01/21 00:40:31  5-MIN KABI 010640Z 10SM CLR 16/08 A3005 1670 59 2200 M /M RMK AO2 T01610083
13962KABI ABI20211201004509412/01/21 00:45:31  5-MIN KABI 010645Z 10SM CLR 16/08 A3005 1670 59 2200 M /M RMK AO2 T01610083
13962KABI ABI20211201005010112/01/21 00:50:31  5-MIN KABI 010650Z 10SM CLR 16/08 A3005 1670 59 2200 M /M RMK AO2 SLP157 T01610083
13962KABI ABI20211201005509412/01/21 00:55:31  5-MIN KABI 010655Z 10SM CLR 16/08 A3005 1670 59 2200 M /M RMK AO2 T01610083
13962KABI ABI20211201010009412/01/21 01:00:31  5-MIN KABI 010700Z 10SM CLR 16/08 A3005 1670 59 2200 M /M RMK AO2 T01610083
13962KABI ABI20211201010509412/01/21 01:05:31  5-MIN KABI 010705Z 10SM CLR 16/08 A3006 1660 62 2200 M /M RMK AO2 T01560083
13962KABI ABI20211201011009412/01/21 01:10:31  5-MIN KABI 010710Z 10SM CLR 14/08 A3006 1660 64 2000 M /M RMK AO2 T01440078
13962KABI ABI20211201011509412/01/21 01:15:31  5-MIN KABI 010715Z 10SM CLR 14/08 A3006 1660 66 2000 M /M RMK AO2 T01390078
13962KABI ABI20211201012010412/01/21 01:20:31  5-MIN KABI 010720Z 26007KT 10SM CLR 14/08 A3006 1660 66 2000 250/07 RMK AO2 T01440083
13962KABI ABI20211201012510412/01/21 01:25:31  5-MIN KABI 010725Z 27006KT 10SM CLR 14/08 A3006 1660 64 2000 260/06 RMK AO2 T01440078
13962KABI ABI20211201013010412/01/21 01:30:31  5-MIN KABI 010730Z 26008KT 10SM CLR 14/08 A3006 1660 66 2000 250/08 RMK AO2 T01390078
